viewer_id,content_id,viewtime
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,13BCAB7C-D84E-46E7-B99C-EA589B880F5D,0 days 00:00:11
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,3102750F-D246-47CE-AC5E-1701A1BFD1EB,0 days 00:00:09
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,378DC398-7211-4498-89EA-C40088563C0D,0 days 00:01:03
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,BD0A962E-13ED-4054-9920-45912B4C59BE,0 days 00:00:11
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,E5D7A079-2A15-47D6-A261-B7C8A977AC8F,0 days 00:04:56
00AD69AA-8C1A-4BA4-9221-24AF0AC92A38,F106DCAA-C3E2-4814-A78C-3E3527DEDF95,0 days 00:00:21
00D58463-86EE-408D-986C-4C1B637BCB15,9598AF55-B0CE-4361-9F9F-D11EDBC0C16D,0 days 00:00:21
029AB6CF-BDDA-43D8-BDC1-5611CBEC5A11,03C176C9-493F-49AE-9FF6-BCFC82738A76,0 days 00:08:55
0452CECC-16F9-4538-A5F8-CD2F78877482,360A539A-ADA8-4070-BEF9-1B45223428DB,0 days 00:00:01
0452CECC-16F9-4538-A5F8-CD2F78877482,3C2763B4-CADB-498E-BF80-A4D959E5A3FB,0 days 00:00:00
0452CECC-16F9-4538-A5F8-CD2F78877482,90CE44E2-D037-4BEB-9E4C-1B10EC787063,0 days 00:00:03
0452CECC-16F9-4538-A5F8-CD2F78877482,9651BC3F-5024-4C79-8375-541DD83B98CA,0 days 00:00:06
0452CECC-16F9-4538-A5F8-CD2F78877482,B682794E-AA1E-4D42-A70F-5978B4D9101F,0 days 00:00:00
0452CECC-16F9-4538-A5F8-CD2F78877482,C125A359-A9C1-4EEA-A550-D44CECB7202D,0 days 00:00:32
04D3F0C5-A6E5-46E3-9A74-5FBD31F567D7,3CA2D669-0E29-40A4-BC4E-F324077B8205,0 days 00:00:25
055CCDA1-9B56-476A-888B-7302E5778F7A,53251F1F-ED18-4BCD-B144-10545A3F9FF0,0 days 00:00:27
05F8DE47-4C48-40B5-9D13-C82A7476D05E,0300311C-E1F3-4FA9-A0BE-074A1EBA8C61,0 days 00:00:18
05F8DE47-4C48-40B5-9D13-C82A7476D05E,09AC2750-B4DC-452E-AD70-B9550A4FBF57,0 days 00:06:02
060E5429-F6B1-40E6-8C48-6966D1E086BC,6A66DDC9-87E6-4B78-8664-3B7671DC2686,0 days 00:11:30
06419589-6841-4A3A-B55A-BAE3E89D0CE9,4C098E3A-183E-4A4C-938F-7429B273B787,0 days 00:03:00
06539BD3-5C61-459A-86A1-EACBAAB4B467,803F7A6C-981C-4295-875D-55D608A09573,0 days 00:00:26
070799F6-3EC5-4099-A562-16128660482F,415FF938-49CB-4356-A538-7C552569CBE1,0 days 00:02:08
0759E1C6-D500-4AF2-931F-841A5D137F13,3DAD9472-12B6-4581-940A-674F59347C2D,0 days 00:00:22
081EFA3D-C4F4-4CDB-9B8E-8E7EEDBB8507,D9734459-DEEA-43FA-899B-4507B5DCA7B8,0 days 00:01:47
08E025BD-E90A-4F24-813D-DE2503C1DAB0,5B481506-75BC-4E43-94EE-23D496178568,0 days 00:26:21
09761691-CB3D-4E0B-8946-3B9AA12F3EF4,74B0983E-5492-4C1A-B18D-851F2E930748,0 days 00:05:05
09761691-CB3D-4E0B-8946-3B9AA12F3EF4,D96360A1-5FC6-4B11-BBCD-78BDFE6CB5C6,0 days 00:02:45
0A97CD2C-F305-43D3-A957-C0AC35F5CE2A,962553EA-5191-48BA-AADC-B518D9C089BA,0 days 00:09:43
0B077135-4620-404F-8BFD-6392494BC0D4,ACADB746-AE99-4259-8638-63626026392E,0 days 00:01:39
0B077135-4620-404F-8BFD-6392494BC0D4,D4B3124A-C8B1-4433-9F1C-B310FC6AD43D,0 days 00:02:59
0B077135-4620-404F-8BFD-6392494BC0D4,E0C3D99C-5D54-4A30-9BF3-66C054F7B3BA,0 days 00:00:31
0B077135-4620-404F-8BFD-6392494BC0D4,F20EA8D8-6267-4BEF-BAC0-484768CE4B1E,0 days 00:01:52
0CC6CD76-D288-428B-A0A5-7DF983BC8C4C,2C372B30-4494-4D46-8136-01B4E1174FEA,0 days 00:00:46
122699F1-1C24-46DB-938C-DA0219856D00,65B18157-B2D9-48FA-B2F9-5411B3E819DC,0 days 00:00:11
12CEFBF6-CBE9-46DF-BF08-D2B94D34F730,9277434B-E546-42CD-A18B-CDEEC3972225,0 days 00:02:02
14748125-EF74-42D1-9C08-5D546335906B,0865D539-0DA2-4736-A9BB-8D8299964F13,0 days 00:01:02
14AF2B4B-595F-4C5E-9E41-F63D9946FA02,D1B78AF6-491C-4E74-9C59-D36E637242ED,0 days 00:03:10
14CD4307-7F24-4220-ADA9-3BB389749439,0300311C-E1F3-4FA9-A0BE-074A1EBA8C61,0 days 00:00:01
14CD4307-7F24-4220-ADA9-3BB389749439,05731644-C616-48C1-A07A-C9B079FB8E60,0 days 00:00:08
14CD4307-7F24-4220-ADA9-3BB389749439,0DAB78E8-B87B-4092-937B-B5D835062151,0 days 00:00:10
14CD4307-7F24-4220-ADA9-3BB389749439,0DB9DF2E-23CB-470A-8FEF-4CE864F4A617,0 days 00:00:04
14CD4307-7F24-4220-ADA9-3BB389749439,0EB0FC7E-BC25-4E71-B2D1-A1D0CBDFE8B1,0 days 00:00:13
14CD4307-7F24-4220-ADA9-3BB389749439,14FC6041-C88A-46F2-A72C-ABBA9E6B5493,0 days 00:01:45
14CD4307-7F24-4220-ADA9-3BB389749439,187C0A30-68D1-4961-A35A-21C0822F1794,0 days 00:00:08
14CD4307-7F24-4220-ADA9-3BB389749439,2274773E-74DB-411C-86E8-ACB955A006E5,0 days 00:03:57
14CD4307-7F24-4220-ADA9-3BB389749439,2398CE2E-EDAA-44EF-A07E-22EA67D900D9,0 days 00:01:29
14CD4307-7F24-4220-ADA9-3BB389749439,280F476D-0573-4D82-ABE0-47DE30E61B7B,0 days 00:01:55
14CD4307-7F24-4220-ADA9-3BB389749439,2CBB70A5-07AD-4196-B5F5-C76652FA75B9,0 days 00:00:22
14CD4307-7F24-4220-ADA9-3BB389749439,2CEE2533-FC52-4BB0-ABF6-C82338F7B367,0 days 00:01:38
14CD4307-7F24-4220-ADA9-3BB389749439,3251F726-5B38-48A1-A119-C1C8B249E747,0 days 00:00:19
14CD4307-7F24-4220-ADA9-3BB389749439,3495C678-F871-41E4-8508-9EFBBCEEB508,0 days 00:00:36
14CD4307-7F24-4220-ADA9-3BB389749439,3AAA2B8D-F1C3-42BB-8B3D-340A7D371567,0 days 00:00:37
14CD4307-7F24-4220-ADA9-3BB389749439,42BFBB4F-2FD3-446D-925E-354672F81386,0 days 00:00:08
14CD4307-7F24-4220-ADA9-3BB389749439,438F7E18-5BA2-435A-BE5F-C6C7E27C50CA,0 days 00:00:16
14CD4307-7F24-4220-ADA9-3BB389749439,450522AF-9135-443A-99A2-674873996EF3,0 days 00:01:06
14CD4307-7F24-4220-ADA9-3BB389749439,4A7ACB99-6C1D-47E7-B8B9-2EDC2FCAF64C,0 days 00:00:29
14CD4307-7F24-4220-ADA9-3BB389749439,4B34E70E-3D94-4C15-A76E-95715FD3046E,0 days 00:00:15
14CD4307-7F24-4220-ADA9-3BB389749439,5330FCC3-2599-4B41-AAF8-D8BBF985A395,0 days 00:00:24
14CD4307-7F24-4220-ADA9-3BB389749439,5636971D-F277-43C1-843A-2F0F4FB868AF,0 days 00:00:02
14CD4307-7F24-4220-ADA9-3BB389749439,573C3DE4-3803-45ED-9487-224718FB8795,0 days 00:00:58
14CD4307-7F24-4220-ADA9-3BB389749439,5777E8D1-DD09-48B2-82F3-19223CD6057B,0 days 00:00:04
14CD4307-7F24-4220-ADA9-3BB389749439,59ABDE69-CBFF-42D3-B2A4-D220582CEE9B,0 days 00:00:06
14CD4307-7F24-4220-ADA9-3BB389749439,5B6D9EE3-D934-40E2-83DB-ADF662ED843D,0 days 00:00:15
14CD4307-7F24-4220-ADA9-3BB389749439,5E1D4DB0-60C6-4CD2-B463-77B21E432C32,0 days 00:00:02
14CD4307-7F24-4220-ADA9-3BB389749439,5E7A29AC-88FC-47C0-B76D-34FF52261C2D,0 days 00:00:58
14CD4307-7F24-4220-ADA9-3BB389749439,5F6B72DC-2C8F-4915-A218-A483553897E5,0 days 00:00:05
14CD4307-7F24-4220-ADA9-3BB389749439,618F59CA-2F6A-401D-BAEB-BF5CB3242D9A,0 days 00:00:15
14CD4307-7F24-4220-ADA9-3BB389749439,64546712-59F9-4D17-AC11-D7ABCEC36F5D,0 days 00:00:30
14CD4307-7F24-4220-ADA9-3BB389749439,6D1A9F0D-ECE8-4715-A700-E67D1231B4F8,0 days 00:00:02
14CD4307-7F24-4220-ADA9-3BB389749439,7C95EEFD-F675-45DA-81CC-B7F430CC57A4,0 days 00:00:07
14CD4307-7F24-4220-ADA9-3BB389749439,8A6C03F1-5342-4D47-926E-4B90855393B9,0 days 00:00:02
14CD4307-7F24-4220-ADA9-3BB389749439,8BA0AB36-71C5-46D8-AFB3-AC199998D73D,0 days 00:00:08
14CD4307-7F24-4220-ADA9-3BB389749439,922F7CB8-3BA9-4ED4-8688-9540CD3125FE,0 days 00:00:04
14CD4307-7F24-4220-ADA9-3BB389749439,926F2B24-60B5-4392-835E-9432A7BA69AC,0 days 00:00:06
14CD4307-7F24-4220-ADA9-3BB389749439,932F0262-5746-45F8-8C05-1BC5F00E7AAE,0 days 00:00:51
14CD4307-7F24-4220-ADA9-3BB389749439,AE4E5D7A-96DF-4BD4-AA61-866C6BBCA49F,0 days 00:00:39
14CD4307-7F24-4220-ADA9-3BB389749439,B72331C4-8522-4A6E-A68C-6105CFD48832,0 days 00:01:15
14CD4307-7F24-4220-ADA9-3BB389749439,B76787F6-8F49-4D65-9B4B-21AAD812A9D8,0 days 00:00:16
14CD4307-7F24-4220-ADA9-3BB389749439,B7B061BA-F583-4142-BD95-B941CD687DB6,0 days 00:01:05
14CD4307-7F24-4220-ADA9-3BB389749439,BB48EB22-E937-4EC8-8160-CF8137EA7327,0 days 00:00:09
14CD4307-7F24-4220-ADA9-3BB389749439,BE17A410-1A62-4A6C-96F8-4C9285B2321A,0 days 00:00:03
14CD4307-7F24-4220-ADA9-3BB389749439,C25A5FDC-F233-47C4-9278-FA73F69D4EB0,0 days 00:00:15
14CD4307-7F24-4220-ADA9-3BB389749439,CC1541D5-EE7F-4C7F-A161-E16415286420,0 days 00:00:36
14CD4307-7F24-4220-ADA9-3BB389749439,CF9DF8E8-166F-4110-A67F-7DD1D034938B,0 days 00:00:08
14CD4307-7F24-4220-ADA9-3BB389749439,D45BC14F-6093-4587-ADB5-1754E3253A30,0 days 00:00:12
14CD4307-7F24-4220-ADA9-3BB389749439,D74B3ED1-287E-46D1-A219-81B52D39F3EE,0 days 00:00:33
14CD4307-7F24-4220-ADA9-3BB389749439,D76D79F3-EE44-4A9F-A77A-538CB686B5D7,0 days 00:01:30
14CD4307-7F24-4220-ADA9-3BB389749439,DAD273A3-CAD6-4890-8012-1B17D17C1C9C,0 days 00:00:18
14CD4307-7F24-4220-ADA9-3BB389749439,E5A6C527-0906-42BB-A1B4-2EA728C768BF,0 days 00:06:16
14CD4307-7F24-4220-ADA9-3BB389749439,E815976A-54CE-4F5B-BF26-22ADA2CBF425,0 days 00:00:56
14CD4307-7F24-4220-ADA9-3BB389749439,EA0D3DCD-E6E7-4C91-A517-23139BCC0409,0 days 00:00:51
14CD4307-7F24-4220-ADA9-3BB389749439,F06F350E-ED90-45BC-80C2-423F4A64ED8C,0 days 00:00:11
14CD4307-7F24-4220-ADA9-3BB389749439,F79ABF04-191E-4DED-9BF9-8D4FC61136E1,0 days 00:00:07
14CD4307-7F24-4220-ADA9-3BB389749439,F82888EA-47E3-4D8F-87A0-3E3D42429185,0 days 00:00:04
15B80863-61B4-4B09-9968-9AB6CEA2748C,D2FF5127-CA30-4A12-9C71-563114AF44C9,0 days 00:01:27
1654C6DD-4617-4FE6-B210-6E51290D9FF3,60BB66A5-0A49-4EBE-87BE-82ABE9F46DF8,0 days 00:00:05
17349E9D-8DFA-4E90-8AD8-5C6C46C0F8F7,77FDED62-5E73-4B12-BA77-ECF91AE5AF40,0 days 00:26:04
174EBC88-2D6B-456C-9638-3C528F317DFE,502708DC-EF85-4939-91A3-F9C1625D9598,0 days 00:00:38
179AA551-F648-4093-BB42-1AACD45866E7,7337C642-F9F2-4927-BBFC-CC757EE4817D,0 days 00:11:04
17D74013-E4CF-4DEA-869D-0D1BB0A5DC4D,60657D85-2ECF-422D-8E40-4D33B462FDF6,0 days 00:16:19
185CBA28-DBE1-4791-AE26-97C255999BFC,F9BA9142-CEC1-4B96-A411-2CB4DAB64941,0 days 00:10:27
193AD8E0-7B2C-46B0-B09C-AB908E620552,8142557D-E154-46F2-873C-DE254850123E,0 days 00:05:10
19DD1716-20D8-4AFE-80AE-42D13F7A8056,29BD5012-A7AB-4CE8-88ED-BFF38BE026B7,0 days 00:00:08
1B1D67A6-36E5-4CC7-9C5C-6A1C781FD867,D4B3124A-C8B1-4433-9F1C-B310FC6AD43D,0 days 00:00:00
1BB890C1-02CB-403B-B4E7-6A0A129878DB,01CEEB9C-A3A0-4EC0-8290-2DE222AEDBD3,0 days 00:00:02
1BB890C1-02CB-403B-B4E7-6A0A129878DB,19AF263D-43D3-4B68-8397-1FE77CAC069A,0 days 00:00:16
1BB890C1-02CB-403B-B4E7-6A0A129878DB,49BA2C52-AFE2-4641-AB7C-12985AE13C22,0 days 00:01:31
1BB890C1-02CB-403B-B4E7-6A0A129878DB,4CC1CEA8-0A42-4FFC-BE83-6812E1A08899,0 days 00:06:17
1BB890C1-02CB-403B-B4E7-6A0A129878DB,535E35F5-83AD-48A3-833E-DE002FC2268A,0 days 00:26:23
1BB890C1-02CB-403B-B4E7-6A0A129878DB,5F6B72DC-2C8F-4915-A218-A483553897E5,0 days 00:00:04
1BB890C1-02CB-403B-B4E7-6A0A129878DB,6F994976-6A7A-4600-905A-21ABAF1E174F,0 days 00:00:08
1BB890C1-02CB-403B-B4E7-6A0A129878DB,80961DA6-08CA-431A-91F8-496D3EF5BB54,0 days 00:02:35
1BB890C1-02CB-403B-B4E7-6A0A129878DB,826FD80F-BDE0-4C95-8F93-AB7B1194D5F1,0 days 00:02:20
1BB890C1-02CB-403B-B4E7-6A0A129878DB,B682794E-AA1E-4D42-A70F-5978B4D9101F,0 days 00:00:00
1BB890C1-02CB-403B-B4E7-6A0A129878DB,C62AB87D-D6AC-43B2-AF6C-AB55F5951FCD,0 days 00:00:20
1C1E4E77-8D68-4FB5-ACE1-B3FD89806D67,890ACBB9-887C-41ED-928D-3ADAC281381D,0 days 02:18:32
1C1E4E77-8D68-4FB5-ACE1-B3FD89806D67,8D46A6CA-FCC4-4D5D-B09A-FDEB28FC6A2E,0 days 01:27:43
1D896787-1FBC-4956-81E9-F9029B568710,433317E2-0D78-4247-8074-A530465C667F,0 days 00:00:35
1DE17A78-69C6-4055-B4DF-C78B44B8B515,5ADD8274-EC5C-450A-9D65-E52EDA0E12AC,0 days 00:03:47
1E476A84-5A59-4B48-A5E3-CB6BBBFAD506,60657D85-2ECF-422D-8E40-4D33B462FDF6,0 days 00:00:35
1E7751CE-3407-47BF-B3A1-269790D650CC,CBA73EC8-23F1-4593-AB1A-A1031BEFBFEE,0 days 00:00:46
1F8135A9-BE7D-48EF-B8B5-AC0CF0DF95FF,AA7FA940-0749-4B24-99AB-2E1EA6E56D48,0 days 00:00:37
1F8135A9-BE7D-48EF-B8B5-AC0CF0DF95FF,C6C4F8AC-4D0B-408D-9557-80013A3860E1,0 days 00:09:38
1FA7CCE8-14F5-4323-8389-CDA86FA1A7E0,D5196091-074D-4C23-95CC-B818BA1712ED,0 days 00:00:21
2103A572-509B-4C1A-86E0-0B6E2478422A,4F4EB160-2521-4320-9A2D-11755F8C6DFD,0 days 00:02:56
2103A572-509B-4C1A-86E0-0B6E2478422A,D0B48A2E-D1F2-4F59-B222-EB6224795A27,0 days 00:00:16
22863AEC-2774-47C7-B1D7-C6EE2006CD5D,CCDDF9D0-2F2A-4C59-98BE-5C26D56075EA,0 days 00:00:25
23898721-6F1F-4E50-9C01-5276C06D131C,98343E96-76BB-4130-B1E0-410C0D5D1DA6,0 days 00:01:25
23B15A9F-7017-49DE-8B85-13CCEE5E17F4,D47D6E6C-9B0C-44C7-88C9-77BBC8C88077,0 days 00:31:16
24FACE10-2301-4212-9546-84209C103A6B,88712D63-7F11-4656-AC46-0382875E34CB,0 days 00:08:35
26AE80FE-0116-4CE4-931E-5692C58FE52E,96C7338D-7D41-4090-A38B-3962B832CE55,0 days 00:01:23
29EF0FD9-2B9E-48F0-AA63-28E6A14D6233,6ABD744A-0AB7-4163-A983-248E01A14429,0 days 00:00:09
2BE5D4AD-5BF4-465E-8DC2-8CF9BB37CF53,799B3536-0F1F-430A-BBA5-098EB6A39F8E,0 days 00:02:17
2BFEC3E6-3892-429B-9727-F9879D603C98,254DBF60-F2A8-4DA2-AB6C-C0641A5B05FC,0 days 00:02:11
2CA72A5A-D482-4A53-B87F-D3CCE5C26B88,11465C6F-50BF-4DC4-83A4-D78F94CF976E,0 days 00:00:31
2D1916F0-EAB0-44EF-8035-494F0D71FD70,85618D03-FED8-407B-9BD8-0F90537A4869,0 days 00:01:52
2D198438-2040-4E61-9BA5-B6780678FD1D,197D14CA-3330-426C-9D9C-9E4C4D8C6701,0 days 00:00:39
2DCB9019-69B4-4F42-8DD1-FDAF69AD9F6B,21B43CF5-0308-4BA9-95AF-57B34F73A6F6,0 days 00:00:48
2DCB9019-69B4-4F42-8DD1-FDAF69AD9F6B,8FABC118-429D-447C-B769-E72ED73FD130,0 days 00:00:51
2DF8A23C-4CF1-469F-A769-25AE4A360482,7AB4F3E3-525E-44CF-B82E-A6F054DF0B31,0 days 00:02:52
2EA81AAC-6B7F-4EA6-BF27-CEDF2893093E,A0234EA2-742A-4E0F-A4FB-6C93E7EA4015,0 days 00:02:24
2EDC5911-A82D-4B24-824C-02D0C22BFB51,0C55C121-F406-4EFC-AD60-C930DBC8E129,0 days 00:00:37
2F3EE4A7-6977-4F3A-B7C3-E27CC9FD48B5,5636971D-F277-43C1-843A-2F0F4FB868AF,0 days 00:09:49
2FB6C2B5-1CB1-49C0-B7B7-EFA875357274,A11391F7-3E4E-4978-8042-A5851F71282B,0 days 00:01:08
3070C4D9-20C9-4D0E-AD0C-605A34CF65DE,A5C43001-1224-458A-B5DE-C03857B3FCB7,0 days 00:08:12
3070C4D9-20C9-4D0E-AD0C-605A34CF65DE,F677AFC5-55E6-405A-9B11-82735F88A77B,0 days 00:07:22
30F493E1-5D90-4953-B896-1B19BCD5D201,142600FB-C182-436D-8E0B-CB370986FBE0,0 days 00:00:31
31CEF070-0777-43EA-A8B1-39AEF30ED4CE,28AB9783-FD77-4E14-B520-A681B32D055F,0 days 00:03:30
32A11744-A0E9-46BD-8FA0-5D4432EB36ED,01E78622-B773-43C9-A583-91B73B00F44D,0 days 00:01:56
3354A5C1-24C3-4D6B-BA30-238E30D696F1,9BFAB8C4-38B2-4590-B1D2-BB0428C6CDD2,0 days 00:01:02
347BF271-70B9-4B65-AF0F-9480A4AA862D,95100578-46F8-4BCD-9D9C-895B1CE97901,0 days 00:00:46
371164B4-DAA1-4930-A05F-02043FC3D097,DA6097ED-B9CB-4516-9956-F0859CF50F68,0 days 00:00:02
3A89AC8C-9489-4BF1-9333-CB159597E23A,22C62BCD-1042-4154-AC28-19AB31045B7F,0 days 00:00:13
3ABE7FD8-0FCB-4A0B-9D6F-5C4BD6D77C0F,B9FD760C-9343-4AD3-9677-67734E78B983,0 days 00:00:34
3AD3A3BE-12E5-4F5F-B9CE-B50064E35C59,244525A6-F23E-4DA9-AFC9-7983747BDE42,0 days 00:02:02
3B510E17-714E-41FC-BBDB-B75067F516B6,6A30325D-16E4-462E-BF3C-55FC627A4E5D,0 days 00:00:40
3B8C0C15-DEC3-4EB8-AF40-6AFE3D75E3F4,7B75343B-7569-463D-8E27-821E711FB96E,0 days 00:00:00
3BAEE207-C94D-4E6D-B2A6-70D98EB8AC2C,6E2D10A6-9A5B-41E8-AE3E-F1E9CEA11468,0 days 00:08:50
3BAEE207-C94D-4E6D-B2A6-70D98EB8AC2C,88712D63-7F11-4656-AC46-0382875E34CB,0 days 00:03:01
3D20DCF5-608E-4BAB-813A-E5BA1E406C8D,82BE5B3B-2449-4F67-B320-18C5884CF07A,0 days 00:09:43
3D9DACA8-1EAA-41F8-B5F1-43139C0D1AED,A9E2961F-7149-4A76-B5AD-C075DFE9AA0B,0 days 00:00:07
3E439CE0-1E74-408E-979B-4EF89EFE2E00,B184DFF7-4977-4D66-BE0B-ADCB99943FDE,0 days 00:00:12
3F08E1CD-0031-4E89-96A9-F9584D34DB10,38F9DE9C-BA32-4AF0-93F5-D814D970648D,0 days 00:00:11
3FCF549F-A62F-43D1-A06D-ED1A2036408F,452F0C02-1E3D-4744-8CAA-8036927A2EBB,0 days 00:00:04
3FCF549F-A62F-43D1-A06D-ED1A2036408F,55348E79-AFFB-4CC1-B603-CA99E8E2AF7C,0 days 00:00:09
3FCF549F-A62F-43D1-A06D-ED1A2036408F,5C20B6F9-5AE3-497F-95FE-8C6B82CD8A94,0 days 00:00:06
3FCF549F-A62F-43D1-A06D-ED1A2036408F,BAEAFF0C-49D1-497F-8E79-F3D8A501F6F7,0 days 00:00:04
3FCF549F-A62F-43D1-A06D-ED1A2036408F,D846C04D-75FA-4F4B-90E6-5A5592D8EF59,0 days 00:00:05
3FCF549F-A62F-43D1-A06D-ED1A2036408F,EAD8B94B-9543-4046-B72E-B92D78846736,0 days 00:00:07
3FCF549F-A62F-43D1-A06D-ED1A2036408F,F9BA9142-CEC1-4B96-A411-2CB4DAB64941,0 days 00:00:03
40EC5AFC-31E2-4867-B765-6130241F90D8,42ACE7ED-C8F3-4DD8-8CB2-22AB0E848FCC,0 days 00:00:54
41467F66-C960-404E-AE30-935C3E09C364,C7E36374-8626-472B-AEE6-EDA94D5F38FA,0 days 00:00:58
420EAB1B-9473-40C8-8C58-B7E9D75971E1,A83FC2B8-3769-4F0A-9A57-796583AB8587,0 days 00:05:35
4461E39F-6E03-47F1-875F-1A003A90752D,890ACBB9-887C-41ED-928D-3ADAC281381D,0 days 00:18:15
45EF1435-C26B-414F-A6CF-E501087901DD,1C1D2F52-218B-4824-AD74-2A8452145E6A,0 days 00:31:25
48CF2FB1-C370-49A9-8CDB-DB58E5F51A3C,12AF0608-6DC9-497B-90F9-6A9AF7D93AA3,0 days 00:00:04
48E23362-A0E6-43CD-AF76-D7C2974BF1D4,DB607B3D-7A35-4188-B438-95507B0D5068,0 days 00:00:26
49094223-AABF-4725-969D-CB2C5A194DC3,8EC13664-2062-4684-97A7-C4FA6AD32529,0 days 00:00:32
4B069350-A920-4CDF-BB08-2BB46815EFFA,89E4515A-525B-4D1C-855F-6E3555122B17,0 days 00:05:27
4B6A666B-B01F-43C2-A10F-C2907A6AE3E7,611E0009-A6C8-45B1-B580-142929B4E599,0 days 00:04:17
4C4214C3-BA29-40FD-8383-DFCC1516C199,9A31BA6C-609B-4E1D-ABEC-33323E4072A9,0 days 00:00:33
4C812768-B968-4DBA-8CBD-29493F7A70A3,1997F695-44FF-4570-BF5D-882F5286AE77,0 days 00:01:35
4C8D4B24-E312-414B-9947-AD9DAAE83315,E837F2B1-6BEC-4D87-8D28-CABC01F1E2D1,0 days 00:00:00
4D058F6D-5D41-4404-9677-24CBFB5C43B1,019C568C-7FD0-47B2-BFD9-7F444023EBE4,0 days 00:01:13
4D64C14D-F77B-4AED-9965-037F6BA166B7,3A2CF912-6E21-43D6-8900-DC5C13C3C370,0 days 00:00:49
4D64C14D-F77B-4AED-9965-037F6BA166B7,66399265-91E3-4FFD-BD71-56A2E1A8DEA7,0 days 00:05:31
